,file,filesize,SIMPLE,BITPIX,NAXIS,NAXIS1,NAXIS2,EXTEND,BZERO,IMAGETYP,EXPOSURE,EXPTIME,DATE-LOC,DATE-OBS,XBINNING,YBINNING,EGAIN,XPIXSZ,YPIXSZ,INSTRUME,SET-TEMP,CCD-TEMP,TELESCOP,FOCALLEN,FOCRATIO,OBJECT,OBJCTRA,OBJCTDEC,OBJCTROT,ROWORDER,EQUINOX,SWCREATE,NOTES
13,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Bias_-_2022-11-15-12-03-00_000sec_RiLA600_STX-16803_-20C_2bin.fit,8392320,True,16,2,2048,2048,True,32768.0,BIAS,0.01,0.01,2022-11-15T21:03:00.144,2022-11-15T12:03:00.144,2,2,0.0,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000.0,5.0,BiasDark,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
14,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Bias_-_2022-11-15-12-03-06_000sec_RiLA600_STX-16803_-20C_2bin.fit,8392320,True,16,2,2048,2048,True,32768.0,BIAS,0.01,0.01,2022-11-15T21:03:06.505,2022-11-15T12:03:06.505,2,2,0.0,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000.0,5.0,BiasDark,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
15,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Bias_-_2022-11-15-12-03-12_000sec_RiLA600_STX-16803_-20C_2bin.fit,8392320,True,16,2,2048,2048,True,32768.0,BIAS,0.01,0.01,2022-11-15T21:03:12.813,2022-11-15T12:03:12.813,2,2,0.0,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000.0,5.0,BiasDark,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
16,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Bias_-_2022-11-15-12-03-19_000sec_RiLA600_STX-16803_-20C_2bin.fit,8392320,True,16,2,2048,2048,True,32768.0,BIAS,0.01,0.01,2022-11-15T21:03:19.143,2022-11-15T12:03:19.143,2,2,0.0,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000.0,5.0,BiasDark,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
17,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Bias_-_2022-11-15-12-03-25_000sec_RiLA600_STX-16803_-20C_2bin.fit,8392320,True,16,2,2048,2048,True,32768.0,BIAS,0.01,0.01,2022-11-15T21:03:25.473,2022-11-15T12:03:25.473,2,2,0.0,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000.0,5.0,BiasDark,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
18,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Bias_-_2022-11-15-12-03-31_000sec_RiLA600_STX-16803_-20C_2bin.fit,8392320,True,16,2,2048,2048,True,32768.0,BIAS,0.01,0.01,2022-11-15T21:03:31.794,2022-11-15T12:03:31.794,2,2,0.0,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000.0,5.0,BiasDark,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
19,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Bias_-_2022-11-15-12-03-38_000sec_RiLA600_STX-16803_-20C_2bin.fit,8392320,True,16,2,2048,2048,True,32768.0,BIAS,0.01,0.01,2022-11-15T21:03:38.124,2022-11-15T12:03:38.124,2,2,0.0,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000.0,5.0,BiasDark,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
20,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-15-26-13_240sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,240.0,240.0,2022-10-27T00:26:13.289,2022-10-26T15:26:13.289,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
21,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-15-30-19_240sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,240.0,240.0,2022-10-27T00:30:19.666,2022-10-26T15:30:19.666,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
22,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-15-34-26_240sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,240.0,240.0,2022-10-27T00:34:26.002,2022-10-26T15:34:26.002,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
23,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-15-38-32_240sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,240.0,240.0,2022-10-27T00:38:32.338,2022-10-26T15:38:32.338,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
24,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-15-42-38_240sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,240.0,240.0,2022-10-27T00:42:38.670,2022-10-26T15:42:38.670,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
25,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-15-46-45_240sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,240.0,240.0,2022-10-27T00:46:45.032,2022-10-26T15:46:45.032,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
26,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-15-50-51_240sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,240.0,240.0,2022-10-27T00:50:51.362,2022-10-26T15:50:51.362,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
27,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-15-54-57_240sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,240.0,240.0,2022-10-27T00:54:57.694,2022-10-26T15:54:57.694,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
28,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-15-59-04_240sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,240.0,240.0,2022-10-27T00:59:04.022,2022-10-26T15:59:04.022,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
29,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-16-03-10_240sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,240.0,240.0,2022-10-27T01:03:10.368,2022-10-26T16:03:10.368,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
30,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-16-07-16_240sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,240.0,240.0,2022-10-27T01:07:16.711,2022-10-26T16:07:16.711,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
31,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-16-11-23_240sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,240.0,240.0,2022-10-27T01:11:23.026,2022-10-26T16:11:23.026,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
32,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-16-15-29_240sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,240.0,240.0,2022-10-27T01:15:29.407,2022-10-26T16:15:29.407,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
33,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-16-19-35_240sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,240.0,240.0,2022-10-27T01:19:35.793,2022-10-26T16:19:35.793,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
34,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-16-23-42_240sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,240.0,240.0,2022-10-27T01:23:42.145,2022-10-26T16:23:42.145,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
35,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-16-27-48_240sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,240.0,240.0,2022-10-27T01:27:48.550,2022-10-26T16:27:48.550,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
36,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-16-31-54_240sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,240.0,240.0,2022-10-27T01:31:54.858,2022-10-26T16:31:54.858,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
37,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-16-36-01_240sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,240.0,240.0,2022-10-27T01:36:01.245,2022-10-26T16:36:01.245,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
38,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-16-40-07_240sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,240.0,240.0,2022-10-27T01:40:07.646,2022-10-26T16:40:07.646,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
39,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-16-44-13_240sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,240.0,240.0,2022-10-27T01:44:13.963,2022-10-26T16:44:13.963,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
40,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-11-07-12-51-47_180sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,180.0,180.0,2022-11-07T21:51:47.072,2022-11-07T12:51:47.072,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
41,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-11-07-12-54-53_180sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,180.0,180.0,2022-11-07T21:54:53.433,2022-11-07T12:54:53.433,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
42,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-11-02_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-11-07-12-57-59_180sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,180.0,180.0,2022-11-07T21:57:59.816,2022-11-07T12:57:59.816,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
