,file,filesize,SIMPLE,BITPIX,NAXIS,NAXIS1,NAXIS2,EXTEND,BZERO,IMAGETYP,EXPOSURE,EXPTIME,DATE-LOC,DATE-OBS,XBINNING,YBINNING,EGAIN,XPIXSZ,YPIXSZ,INSTRUME,SET-TEMP,CCD-TEMP,TELESCOP,FOCALLEN,FOCRATIO,OBJECT,OBJCTRA,OBJCTDEC,OBJCTROT,ROWORDER,EQUINOX,SWCREATE,NOTES
20,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-10-23_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-13-41-58_180sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,180.0,180.0,2022-10-26T22:41:58.858,2022-10-26T13:41:58.858,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
21,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-10-23_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-13-45-05_180sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,180.0,180.0,2022-10-26T22:45:05.178,2022-10-26T13:45:05.178,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
22,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-10-23_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-13-48-11_180sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,180.0,180.0,2022-10-26T22:48:11.560,2022-10-26T13:48:11.560,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
23,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-10-23_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-13-51-17_180sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,180.0,180.0,2022-10-26T22:51:17.921,2022-10-26T13:51:17.921,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
24,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-10-23_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-13-54-24_180sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,180.0,180.0,2022-10-26T22:54:24.303,2022-10-26T13:54:24.303,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
25,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-10-23_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-13-57-30_180sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,180.0,180.0,2022-10-26T22:57:30.674,2022-10-26T13:57:30.674,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
26,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-10-23_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-14-00-37_180sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,180.0,180.0,2022-10-26T23:00:37.082,2022-10-26T14:00:37.082,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
27,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-10-23_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-14-03-43_180sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,180.0,180.0,2022-10-26T23:03:43.481,2022-10-26T14:03:43.481,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
28,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-10-23_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-14-06-49_180sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,180.0,180.0,2022-10-26T23:06:49.911,2022-10-26T14:06:49.911,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
29,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-10-23_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-14-09-56_180sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,180.0,180.0,2022-10-26T23:09:56.254,2022-10-26T14:09:56.254,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
30,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-10-23_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-14-13-02_180sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,180.0,180.0,2022-10-26T23:13:02.602,2022-10-26T14:13:02.602,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
31,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-10-23_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-14-16-08_180sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,180.0,180.0,2022-10-26T23:16:08.975,2022-10-26T14:16:08.975,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
32,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-10-23_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-14-19-15_180sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,180.0,180.0,2022-10-26T23:19:15.321,2022-10-26T14:19:15.321,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
33,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-10-23_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-14-22-21_180sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,180.0,180.0,2022-10-26T23:22:21.659,2022-10-26T14:22:21.659,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
34,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-10-23_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-14-25-28_180sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,180.0,180.0,2022-10-26T23:25:28.046,2022-10-26T14:25:28.046,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
35,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-10-23_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-14-28-34_180sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,180.0,180.0,2022-10-26T23:28:34.360,2022-10-26T14:28:34.360,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
36,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-10-23_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-14-31-40_180sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,180.0,180.0,2022-10-26T23:31:40.684,2022-10-26T14:31:40.684,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
37,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-10-23_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-14-34-47_180sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,180.0,180.0,2022-10-26T23:34:47.044,2022-10-26T14:34:47.044,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
38,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-10-23_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-14-37-53_180sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,180.0,180.0,2022-10-26T23:37:53.354,2022-10-26T14:37:53.354,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
39,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-10-23_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-14-40-59_180sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,180.0,180.0,2022-10-26T23:40:59.718,2022-10-26T14:40:59.718,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
40,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-10-23_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-14-44-06_120sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,120.0,120.0,2022-10-26T23:44:06.091,2022-10-26T14:44:06.091,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
41,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-10-23_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-14-46-12_120sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,120.0,120.0,2022-10-26T23:46:12.471,2022-10-26T14:46:12.471,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
42,R:\CCD_obs\RnE_2022\RiLA600_STX-16803_2bin\KLEOPATRA_Light_-_2022-10-23_-_RiLA600_STX-16803_-_2bin\-_Dark_-_2022-10-26-14-48-18_120sec_RiLA600_STX-16803_-20C_2bin.fit,8395200,True,16,2,2048,2048,True,32768.0,DARK,120.0,120.0,2022-10-26T23:48:18.800,2022-10-26T14:48:18.800,2,2,1.27,18.0,18.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000.0,5.0,-,00 00 00,+00 00 00,0.0,TOP-DOWN,2000.0,N.I.N.A. 2.0.2.2017,modified by guitar79@naver.com
